id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2I1W3hcSsPIsEJfD69pHrW,Raspberry Beret,Prince,63,4/22/1985,0.761,0.67,2,-12.759,1,0.21,0.000426,0.0684,0.91,120.75,215173,4
65h7Qhxl2WfW31Bl6sjWAI,Suddenly,Billy Ocean,57,9/12/1984,0.496,0.338,10,-9.512,0,0.733,0,0.115,0.202,129.486,234707,4
4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,Don Henley,74,1/1/1984,0.516,0.549,6,-13.741,1,0.501,0.00572,0.184,0.907,176.941,288733,4
6erBowZaW6Ur3vNOWhS2zM,One Night in Bangkok,Murray Head,58,1980,0.892,0.578,10,-5.025,1,0.112,0.000315,0.0897,0.621,108.703,236067,4
5Xhqe9xu6bKRSqLj1mS1SB,If You Love Somebody Set Them Free,Sting,52,1/1/1985,0.627,0.849,9,-10.61,0,0.137,0,0.319,0.817,125.058,256227,4
3N7GqZMpZJW69Te1bfUTc3,Obsession,Animotion,55,1/1/1996,0.673,0.613,7,-11.997,1,0.00436,0.362,0.608,0.415,114.748,337267,4
1qyJ6XpMHdsJD8pkiA7Qww,We Don't Need Another Hero (Thunderdome),Tina Turner,58,1/1/1991,0.69,0.674,8,-5.866,0,0.201,0.00612,0.114,0.713,98.851,255187,4
22sLuJYcvZOSoLLRYev1s5,Material Girl,Madonna,76,9/18/2009,0.742,0.883,0,-3.419,1,0.333,7.51E-06,0.0964,0.978,136.506,240280,4
4N5HyZ1PlXuP6sryIa4hOQ,Better Be Good to Me - 2015 Remaster,Tina Turner,46,5/29/1984,0.748,0.722,8,-6.499,1,0.0344,0.0164,0.0857,0.835,120.678,312387,4
5lwQGZYF4BXOzFtXc5zk8q,"Head Over Heels - Dave Bascombe 7"" N.Mix",Dave Bascombe,63,2/25/1985,0.623,0.739,7,-8.116,1,0.338,1.88E-05,0.109,0.642,95.007,257316,4
2kgqupahrJpYB4r1poTXEY,Axel F,Harold Faltermeyer,58,1/1/1988,0.799,0.491,1,-17.105,1,0.016,0.843,0.094,0.57,117.285,180867,4
1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,Sade,67,10/31/1994,0.734,0.58,9,-6.619,0,0.238,0.0006,0.0298,0.962,119.336,258693,4
7iyjZ4paFWpTrJJenM0yZb,All Night Long,Mary Jane Girls,54,1/1/1994,0.796,0.431,7,-10.3,1,0.171,0.00811,0.0894,0.667,94.875,343933,4
2ZIzyHDYsXIHUojfr6bAbO,Don't Lose My Number - 2016 Remaster,Phil Collins,57,1/25/1985,0.585,0.832,5,-5.016,0,0.168,5.09E-05,0.0634,0.952,80.614,288547,4
2CIDqYfIYfl9vx02wIyCG9,All Through the Night,Cyndi Lauper,57,10/14/1983,0.573,0.65,8,-5.934,1,0.201,1.58E-06,0.048,0.346,95.1,272840,4
2RWFncSWZEhSRRifqiDNVV,Run To You,Bryan Adams,66,11/5/1984,0.561,0.811,4,-6.157,1,0.00515,3.60E-05,0.287,0.635,126.593,233270,4
2Y90nL1ohB4sgYELDs7uNx,Glory Days,Bruce Springsteen,69,6/4/1984,0.574,0.96,9,-4.906,1,0.0457,0,0.121,0.978,117.486,254733,4
0ZYf6N5eBeXStMri0mf3DZ,Voices Carry,'Til Tuesday,55,6/1/1985,0.583,0.574,0,-9.044,1,0.0282,2.14E-06,0.114,0.578,104.995,263573,4
1kMInPKhtOag4FX4cMlqOT,Misled,Kool & The Gang,39,3/1/1999,0.827,0.643,11,-7.806,1,0.012,0.00239,0.0365,0.938,122.373,246293,4
1lJZSsMoWEbrgaY6CxPMf8,Would I Lie to You? - Remastered Version,Dave Stewart,50,4/29/1985,0.613,0.912,2,-4.638,1,0.0378,3.65E-05,0.52,0.733,131.968,268240,4
1l3fRzoUngJr6hSMIT1Hfq,Be Near Me,ABC,42,1985-10,0.719,0.589,5,-11.87,1,0.128,0.1,0.13,0.819,124.685,219827,4
3CCBwpqjdar1PG6HHulmD0,No More Lonely Nights (Ballad) - Remastered 1993,Paul McCartney,53,10/22/1984,0.32,0.428,5,-14.262,1,0.00349,0.000276,0.519,0.411,172.603,312733,4
46NtQJH1eok28bucLlHqQT,I Can't Hold Back,Survivor,52,1/1/1984,0.509,0.681,4,-10.659,1,0.499,5.36E-05,0.1,0.33,143.645,238800,4
0GONea6G2XdnHWjNZd6zt3,Summer Of '69,Bryan Adams,79,11/5/1984,0.508,0.834,2,-6.205,1,0.0183,0,0.0732,0.774,139.131,216053,4
05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,Katrina & The Waves,76,1985,0.596,0.869,10,-11.97,1,0.0116,0.173,0.0678,0.944,109.902,238733,4
0PhU6i6Kei6x0CH3jocvA3,Freedom,Wham!,55,10/23/1984,0.591,0.651,0,-12.882,1,0.42,1.94E-06,0.129,0.824,132.538,302200,4
2SPU97neddixGZ3wCMLAwx,Too Late For Goodbyes,Julian Lennon,52,1/1/1984,0.867,0.743,11,-8.229,0,0.16,0.00365,0.0451,0.969,122.42,214645,4
2SPU97neddixGZ3wCMLAwx,Too Late For Goodbyes,Julian Lennon,52,1/1/1984,0.867,0.743,11,-8.229,0,0.16,0.00365,0.0451,0.969,122.42,214645,4
3QyxB6fNUFNSLyjiwkycOY,Some Like It Hot - 2005 Remaster,The Power Station,48,1985,0.732,0.893,2,-8.355,1,0.0816,2.05E-05,0.0783,0.654,125.487,305467,4
4sr4NdrPfds9Qfors9UkiO,Solid,Ashford & Simpson,56,1/1/1984,0.814,0.474,0,-12.017,1,0.27,8.16E-06,0.599,0.956,101.241,312000,4
7ov1nZ2QZc3LIuCXXERZP0,Angel,Madonna,45,11/12/1984,0.754,0.618,7,-13.66,1,0.298,0.000207,0.345,0.836,133.237,236133,4
3PzsbWSQdLCKDLxn7YZfkM,I'm On Fire,Bruce Springsteen,72,6/4/1984,0.62,0.446,1,-14.451,0,0.589,0.0299,0.0727,0.868,88.591,155880,4
58U8hRjWQdGCGQ1Y42SJFp,Method of Modern Love,Daryl Hall & John Oates,43,1984,0.714,0.726,5,-6.621,0,0.0708,2.15E-05,0.093,0.753,94.203,333933,4
6zjTy8WRsNprVqZOIyS7Kp,Lay Your Hands On Me (Album Version),Thompson Twins,38,5/30/2006,0.789,0.796,7,-8.785,1,0.115,0.000101,0.203,0.865,102.846,312640,4
66rdGSb6FMm0neFXxmJdPQ,Who's Holding Donna Now?,DeBarge,58,1985,0.658,0.334,3,-14.648,0,0.423,2.21E-05,0.127,0.647,90.173,267733,4
0TBMx8wWJkwSEVSOJUn21e,Lonely Ol' Night,John Mellencamp,49,1985,0.634,0.886,9,-3.988,1,0.00453,0.00892,0.0397,0.756,126.558,225173,4
5nN1jGnCadYk1jYm6oV5zN,What About Love?,Heart,57,7/6/1985,0.246,0.631,2,-7.067,0,0.295,0,0.321,0.3,160.633,221671,4
4H3vuLX59XPqdtTpIesGyS,California Girls,David Lee Roth,49,1/15/1985,0.582,0.748,4,-5.93,1,0.432,0,0.0707,0.433,115.13,171456,4
1mMYaXpT65iZDtvfRA9EkE,Fresh,Kool & The Gang,61,11/15/1984,0.838,0.381,11,-16.867,0,0.00912,0.0988,0.0364,0.95,117.708,266560,4
6gmLSRnCGWaPeO64miR2Rr,Do What You Do,Jermaine Jackson,41,1/25/2010,0.573,0.462,1,-9.634,0,0.448,0,0.232,0.399,112.682,252547,4
0QUpBXTOdB4JJyTGFN6dH1,Jungle Love,The Time,52,7/3/1984,0.761,0.641,8,-13.466,0,0.0713,0.0269,0.483,0.822,119.61,333360,4
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,73,6/4/1984,0.398,0.952,4,-6.042,1,0.000373,7.75E-05,0.1,0.584,122.093,278680,4
3ErsOxqe2RmXkR65wkygDz,What's Love Got to Do with It - 2015 Remaster,Tina Turner,63,5/29/1984,0.855,0.48,1,-8.902,1,0.254,2.16E-05,0.151,0.798,97.793,230240,4
0lpIVCLNQRBKffcRRNrHyh,Freeway Of Love,Aretha Franklin,47,1985,0.688,0.899,2,-6.328,1,0.242,5.55E-06,0.0223,0.833,126.509,352093,4
06IsyJksK6vgJX66rU77Ij,Fortress Around Your Heart,Sting,49,1/1/1985,0.681,0.476,7,-15.447,1,0.294,6.18E-06,0.079,0.668,120.535,279693,4
2G47eWiZyaUTAnTdhjcGFl,"Penny Lover - 7"" Single Remix",Lionel Richie,48,1983,0.691,0.527,6,-9.203,0,0.515,0.00168,0.0979,0.639,100.384,226107,4
4yCRCEAfCMRyqCpBSd0qDp,All She Wants To Do Is Dance,Don Henley,55,1/1/1984,0.702,0.558,7,-11.952,1,0.0304,0,0.0528,0.903,114.932,269107,4
4B2r9HXgUqRcPwUG3BYPlc,Dress You Up,Madonna,49,9/18/2009,0.634,0.896,0,-3.073,0,0.0298,0.0036,0.1,0.827,136.098,242240,4
5pSMOv1TyJhHKPCEh6ulTG,Sentimental Street,Night Ranger,41,1/1/1985,0.66,0.579,0,-12.746,1,0.188,0,0.0687,0.583,99.641,253733,4
4kVE7IVF3ZlD1d7k08dmVY,Sugar Walls,Sheena Easton,37,1984,0.744,0.55,10,-12.689,1,0.0746,4.20E-05,0.0353,0.853,126.51,241600,4
4VZDv8sASBS8UruUBGTFdk,Hold On,Wilson Phillips,68,5/8/1990,0.679,0.657,5,-9.897,1,0.4,0,0.0497,0.546,97.8,266867,4
6kvoHl80mfCVTv7XnZkjQn,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,72,5/20/1990,0.52,0.652,5,-6.655,1,0.34,5.49E-05,0.256,0.722,80.609,258787,4
3nvuPQTw2zuFAVuLsC9IYQ,Nothing Compares 2 U,Sinéad O'Connor,70,7/1/1990,0.511,0.574,5,-7.016,1,0.0425,2.33E-05,0.105,0.161,119.917,280040,4
6m59VvDUi0UQsB2eZ9wVbH,Poison,Bell Biv DeVoe,68,1/1/1990,0.84,0.56,6,-10.53,0,0.00195,0.00417,0.633,0.775,111.815,261853,4
27QvYgBk0CHOVHthWnkuWt,Vogue,Madonna,64,9/18/2009,0.737,0.88,6,-6.449,1,0.00379,0.00351,0.417,0.329,115.998,316813,4
0gLQ6jhJsyYfl7PrD1RZ7X,Vision of Love,Mariah Carey,57,6/12/1990,0.256,0.464,5,-10.959,1,0.433,0,0.121,0.355,205.362,209293,3
1NCuYqMc8hKMb4cpNTcJbD,Another Day in Paradise - 2016 Remaster,Phil Collins,72,11/20/1989,0.78,0.565,3,-7.32,0,0.736,0.00269,0.063,0.365,101.967,322133,4
3ZqjDpr3qCZnZBPcd0Hpj2,Hold On,En Vogue,53,4/3/1990,0.728,0.464,1,-11.156,1,0.0865,0,0.343,0.383,96.944,304467,4
5TSANSqPTD6nBG0NSJWmVB,Cradle Of Love,Billy Idol,49,5/1/1990,0.612,0.942,3,-4.588,1,0.0163,3.90E-06,0.0909,0.622,144.038,281467,4
1sUTfgduT0WIQO8kXKXxLC,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Jon Bon Jovi,66,1/1/1990,0.55,0.618,7,-9.822,1,0.0564,2.62E-05,0.0937,0.429,78.61,335240,4
3an1aoJKoBXJKoIfdDbVwf,Do Me!,Bell Biv DeVoe,48,1/1/1990,0.716,0.772,10,-6.816,0,0.134,2.15E-06,0.35,0.671,107.823,272440,4
3RMeOetCdXttthQK0clPuz,How Am I Supposed to Live Without You,Michael Bolton,67,6/27/1989,0.541,0.44,10,-12.206,1,0.191,0,0.114,0.232,140.273,255667,4
21qnJAMtzC6S5SESuqQLEK,Pump Up The Jam,Technotronic,66,1989,0.885,0.844,10,-9.225,0,0.0147,4.49E-06,0.0494,0.715,124.602,320307,4
7z38bideBRvGAgjXe2SECm,Opposites Attract,Paula Abdul,53,1/1/1988,0.783,0.842,1,-8.838,1,0.0337,2.57E-06,0.0519,0.933,117.79,265373,4
5HAv1Ckfe50DUjv8ghwTrz,Escapade,Janet Jackson,53,9/19/1989,0.806,0.954,1,-6.741,1,0.0259,0.000617,0.176,0.701,115.229,283934,4
5YjKdeES9QRJ8NmF4Xc8pV,All I Wanna Do Is Make Love To You,Heart,65,3/25/1990,0.626,0.746,7,-8.832,1,0.16,0,0.0618,0.8,102.896,310893,4
33I3oS8UkebR3KRvqxD9X0,Close To You,Maxi Priest,54,1/1/1990,0.781,0.478,6,-15.427,1,0.0849,3.93E-06,0.0877,0.962,95.992,325800,4
1KU5EHSz04JhGg3rReGJ0N,Black Velvet,Alannah Myles,69,3/14/1989,0.754,0.366,8,-10.07,1,0.273,9.04E-05,0.106,0.469,91.147,287440,4
1rIy3lkFJnMsTLZpxFmYU8,Release Me,Wilson Phillips,53,5/8/1990,0.724,0.471,0,-11.143,1,0.448,2.50E-06,0.218,0.442,97.211,295693,4
5z3ZDMP02xF33yCvPFnct3,Don't Know Much (with Aaron Neville),Aaron Neville,63,1989,0.401,0.285,11,-11.005,1,0.657,1.13E-05,0.158,0.267,130.465,211973,4
1DapqOfkDAQCiKnvfwKo0g,All Around the World - Remastered,Andy Morris,63,1989,0.671,0.914,1,-4.598,1,0.573,2.77E-06,0.0856,0.806,101.201,265760,4
5bqNu0YfNOZpgl34bcJiFQ,I Wanna Be Rich,Calloway,34,1/1/1989,0.733,0.781,0,-10.265,1,0.0352,0.00793,0.147,0.869,114.181,304200,4
40xz60ciGIpsRtDqRfPKBE,Rub You The Right Way,Johnny Gill,49,1/1/1990,0.66,0.873,10,-6.952,1,0.0152,0.00324,0.331,0.864,111.872,332307,4
3Mn0WiIUimQrekCDxzaCGV,She Ain't Worth It,Glenn Medeiros,27,1/1/1990,0.782,0.881,1,-7.763,1,0.0424,0,0.125,0.908,102.488,218840,4
5gAdATsfINRIljv4LbrKX2,If Wishes Came True,Sweet Sensation,33,1990,0.493,0.453,3,-10.878,1,0.0944,0.00467,0.1,0.188,143.725,315160,4
0nQLxiNGbbUoSGrxksETLm,The Power,SNAP!,59,1/1/1990,0.74,0.88,0,-7.693,1,0.0434,0.00803,0.341,0.707,108.899,228994,4
3JjY2L2bqql54j1SjnjQ23,(Can't Live Without Your) Love And Affection - Remastered 2017,Nelson,49,6/26/1990,0.541,0.904,1,-6.384,1,0.0423,0,0.0589,0.833,121.386,236435,4
3HLgjHYaEhKFvV4SSvI9Te,Love Will Lead You Back,Taylor Dayne,58,10/7/1989,0.547,0.513,1,-7.006,1,0.201,0,0.0866,0.2,73.214,277600,4
6eozUVzr02EXMji1vuxgiP,Don't Wanna Fall in Love,Jane Child,50,1989,0.708,0.681,1,-11.226,1,0.0152,3.43E-05,0.0373,0.814,111.574,247840,4
6GS6uE1vDmtzxO8GztAR2O,Two To Make It Right,Seduction,40,1989,0.772,0.598,7,-10.857,0,0.204,0.00345,0.513,0.717,114.419,282267,4
6zNPPFFrxmhpTQejOn1Wm1,Sending All My Love,Linear,50,2/8/2005,0.703,0.517,7,-13.644,1,0.000407,0.0969,0.0963,0.768,104.833,234067,4
1Z6lKdYhwp8WYoBqGCKxlM,Unskinny Bop,Poison,60,1990,0.574,0.93,1,-2.949,1,0.0657,7.78E-06,0.108,0.69,92.303,228067,4
6J6RWKCPN5RFKHUKEUFjxS,Step by Step,New Kids On The Block,60,6/4/1990,0.787,0.63,0,-12.295,1,0.0274,6.69E-06,0.161,0.882,125.347,267293,4
7LwsqxyIqOCF9vbdHmdIvT,Dangerous,Roxette,39,10/19/1988,0.712,0.898,4,-4.893,1,0.0485,7.76E-06,0.148,0.961,124.409,228867,4
3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,Billy Joel,73,10/17/1989,0.712,0.967,7,-5.206,1,0.0771,0,0.356,0.895,145.024,287733,4
5In7xBveNACCRX2uWNoPuW,I Don't Have the Heart,James Ingram,55,1989,0.487,0.423,2,-8.181,1,0.658,0,0.109,0.334,88.883,253507,4
5XJzh2c0roCc6GDs8PrILx,Downtown Train,Rod Stewart,51,11/12/1996,0.527,0.584,10,-7.965,1,0.0878,0.000103,0.117,0.271,114.941,279413,4
4nTYxxF8iWBq54LO3dBUie,Rhythm Nation,Janet Jackson,51,9/19/1989,0.633,0.931,1,-7.752,1,0.0504,0.109,0.375,0.676,109.116,330933,4
4K0fYuC7qJx5P7Yh0Ch2zo,I'll Be Your Everything,Tommy Page,37,1990,0.499,0.517,5,-9.044,1,0.338,0,0.236,0.281,144.138,244840,4
5fqcIHU6DhQtFKVO5XSdQs,Roam,The B-52's,56,6/23/1989,0.636,0.939,9,-5.551,1,0.0485,6.69E-06,0.271,0.694,134.937,295133,4
5p4xF15jnsw1rfi55Gv1lU,Everything,Jody Watley,41,1/1/1989,0.57,0.692,0,-9.551,1,0.584,0.0112,0.203,0.693,163.972,255413,4
7ELuWpsuVCRBnOR9ZAZKDp,Back To Life (However Do You Want Me),Caron Wheeler,49,5/18/1995,0.819,0.611,7,-7.428,1,0.0673,7.70E-05,0.0477,0.653,101.001,232133,4
042pmCix7CPth3l3X28jl1,Here and Now,Luther Vandross,52,1989,0.571,0.285,7,-14.453,1,0.528,0,0.0853,0.244,74.967,323000,4
63W4sfeRTTiNKFLAzUJHFe,Alright,Janet Jackson,38,9/19/1989,0.667,0.893,11,-7.083,1,0.1,0.592,0.55,0.963,111.705,386533,4
3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,Vanilla Ice,69,11/4/2008,0.979,0.792,2,-2.784,1,0.0025,7.71E-06,0.102,0.583,116.012,254467,4
0UUpyDCYzkziXJ1TM4awHM,Blame It on the Rain,Milli Vanilli,49,6/3/2011,0.758,0.827,4,-6.151,0,0.00326,0.000169,0.0946,0.506,97.515,248533,4
2lvk6CUSHz4j8huQ25gH54,Have You Seen Her,MC Hammer,45,2/20/1990,0.775,0.378,6,-14.892,0,0.207,5.30E-06,0.107,0.86,144.16,282800,4
3hK26G5cYhJ9KjcUy1aBRk,With Every Beat of My Heart,Taylor Dayne,40,10/7/1989,0.773,0.893,5,-4.768,1,0.0827,2.25E-06,0.0984,0.971,121.37,262480,4
0NSSqYISjnav81CEn6EgBY,Come Back To Me,Janet Jackson,43,9/19/1989,0.428,0.409,5,-12.346,0,0.626,0.00961,0.138,0.0611,77.906,332742,4
1Oz5bcZyzhiaEa3F06EiPY,No More Lies,Michel'le,40,1989,0.834,0.871,10,-6.972,0,0.15,0.0721,0.287,0.835,110.294,225840,4
7CgRXXie9XIxVSkpKi40ID,Praying for Time - Remastered,George Michael,53,10/20/2017,0.582,0.622,10,-14.878,1,0.0471,0.0162,0.0915,0.257,127.821,280981,4
0ZUjPkZKjzRi6bgIuJovfY,How Can We Be Lovers,Michael Bolton,53,6/27/1989,0.399,0.708,0,-10.541,0,0.118,0,0.179,0.688,207.424,235627,4
3TLtCHUaiMHcQcJVGVW2p2,Do You Remember? - 2016 Remaster,Phil Collins,63,11/20/1989,0.677,0.509,5,-7.472,1,0.114,0.0134,0.0659,0.525,93.042,275987,4
6AgDFWLbbAt2migXMbrhXT,Ready Or Not,After 7,53,1/1/1989,0.733,0.566,8,-12.06,0,0.0966,0,0.074,0.775,141.94,275827,4
1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,MC Hammer,72,2/20/1990,0.867,0.517,11,-13.222,0,0.00456,0.000339,0.0864,0.866,133.148,257360,4
4F2t297QK40XFcIHqkmLHs,I Wish It Would Rain Down - 2016 Remaster,Phil Collins,62,11/20/1989,0.51,0.667,8,-4.715,1,0.292,0.00683,0.313,0.356,125.887,327747,4
1fMvhGvNGrumP5MKKDf61e,Just Between You and Me,Lou Gramm,46,1989,0.773,0.617,0,-10.52,1,0.23,3.65E-05,0.0623,0.905,121.552,296133,4
4ziqqoW1o3P5EhNqK6CPb1,Something Happened on the Way to Heaven - 2016 Remaster,Phil Collins,58,11/20/1989,0.656,0.88,5,-4.137,0,0.184,0.00609,0.272,0.88,114.613,291587,4
4tYpYYoOI7WDxbCnPninwE,Black Cat,Janet Jackson,44,9/19/1989,0.705,0.913,4,-7.253,0,0.103,0.00111,0.216,0.665,114.959,290573,4
1TYt5etb427hvOod3EKJA5,Can't Stop,After 7,45,1/1/1989,0.727,0.811,0,-11.547,0,0.245,1.22E-05,0.192,0.808,97.098,247907,4
5fMwvrqujbQjUxcNPcYrUF,Janie's Got A Gun,Aerosmith,62,1/1/1994,0.633,0.823,5,-5.792,1,0.0516,0.000496,0.188,0.444,115.107,330533,4
0YEC3pNS0uIKvZb5u4lgsu,The Humpty Dance,Digital Underground,61,3/26/1990,0.813,0.693,10,-8,0,0.0343,0,0.121,0.618,103.508,391693,4
4hbXvRJfgctBgz7PVBtWQu,I'll Be Your Shelter,Taylor Dayne,47,10/7/1989,0.692,0.912,0,-5.26,1,0.151,0.000217,0.132,0.886,107.388,283040,4
5tVA6TkbaAH9QMITTQRrNv,Free Fallin',Tom Petty,76,1/1/1989,0.623,0.449,5,-13.333,1,0.212,0,0.0613,0.572,84.383,256000,4
2nNKXDFRz6cog1kolC3efq,Giving You The Benefit,Pebbles,36,1/1/1990,0.706,0.8,5,-10.496,0,0.144,0.00137,0.0998,0.931,103.074,341960,4
1YwNlWLf8auhazSQUDQLFU,Enjoy the Silence - Single Mix,Phil Legg,61,1990,0.641,0.812,0,-7.945,0,0.155,4.43E-05,0.078,0.822,112.777,257333,4
0vJUdIefT5caKla9H8b1q4,Love Song,Tesla,54,1/1/1989,0.354,0.318,2,-9.974,1,0.343,0.0389,0.113,0.281,81.854,323360,4
56y9EmjGAAejQ6QX9blIGI,Price of Love,Bad English,42,6/15/1989,0.348,0.444,9,-10.001,1,0.0201,1.23E-05,0.0639,0.241,138.194,286040,4
73l5umCe8sHqJWMiXvuaYN,Girl's Night Out (In the Style of Tyler Collins) [Karaoke Version],Ameritz - Karaoke,0,5/1/2012,0.734,0.568,1,-13.654,1,0.000186,0.142,0.297,0.499,109.026,247453,4
4UQLQJu3DNvVkMVglwElU2,The King of Wishful Thinking,Go West,62,11/14/1992,0.669,0.868,0,-7.377,1,0.033,0,0.0991,0.913,107.885,241760,4
6XvDozCQhTvSutezyoYgB0,What Kind of Man Would I Be?,Chicago,29,6/20/1988,0.537,0.707,0,-8.104,1,0.122,0,0.181,0.232,88.141,256200,4
4ZpXHlV2vQVfPXUvbDSZ92,I Remember You,Skid Row,65,1/24/1989,0.345,0.531,0,-12.708,1,0.00642,7.28E-06,0.14,0.49,176.302,313693,4
2MOOJh1xUgND4rLjB6h4jY,Get Up (Before The Night Is Over),Technotronic,55,1989,0.79,0.727,6,-11.84,0,0.00418,0.000162,0.0628,0.67,123.958,337093,4
4asTNYhhrp323lLp81KIKQ,Here We Are,Gloria Estefan,34,7/11/1989,0.694,0.467,9,-14.437,1,0.639,1.61E-05,0.0869,0.63,142.132,289707,4
4ReyTz0y3TGkX48wO3Llot,Epic,Faith No More,66,1989,0.358,0.893,4,-7.486,0,0.0222,0.0524,0.126,0.262,174.238,293653,4
48l7PNpT2fBoT4cdLW6EzP,Love Takes Time,Mariah Carey,53,6/12/1990,0.403,0.338,8,-12.371,0,0.727,0,0.0849,0.233,126.23,229227,4
5JGdpqo9wrRtOZtui5GShI,Just Like Jesse James,Cher,58,1/1/1989,0.4,0.563,8,-10.233,1,0.17,0,0.133,0.442,138.006,245733,4
4W4wYHtsrgDiivRASVOINL,Love Shack,The B-52's,69,6/23/1989,0.701,0.803,5,-6.786,0,0.0544,1.54E-06,0.7,0.903,133.608,320680,4
2dThEJP9S344qzNhePcSzj,I'm Gonna Miss You,Milli Vanilli,54,11/14/1988,0.712,0.27,9,-18.52,1,0.132,0.00657,0.0982,0.756,75.645,238867,4
7xez8LRby1hw2nBvse9E9e,Romeo - Radio Edit,DINO,16,1/1/1990,0.668,0.892,7,-6.767,0,0.0766,1.00E-05,0.135,0.899,108.237,256733,4
6wBMTv8yTiNh50fqTkT0JC,Everybody Everybody,Black Box,55,4/9/1990,0.712,0.785,5,-6.418,0,0.00363,6.95E-06,0.0878,0.975,117.643,247002,4
16LYB0chkPiblx33djiNTt,I Go to Extremes,Billy Joel,46,10/17/1989,0.592,0.918,5,-4.744,1,0.0143,1.25E-05,0.287,0.568,127.095,263200,4
3KwBXx4v79jKrITc0WBw6H,Whip Appeal,Babyface,48,7/7/1989,0.745,0.453,9,-9.694,1,0.593,0,0.173,0.523,109.616,331200,3
0YqhqbLNpfQetrwuLaVTiK,Oh Girl,Paul Young,55,1990,0.57,0.575,9,-7.032,1,0.267,0,0.0823,0.421,135.903,216373,4
2M3YldsyQfOixYWqwagtse,"C'Mon And Get My Love (feat. Cathy Dennis) - 7"" Version",Cathy Dennis,37,2/10/1989,0.67,0.724,10,-11.776,0,0.00326,0.443,0.0558,0.81,120.839,232707,4
6Vx6TVui8rcatNrlAnUXPz,(It’s Just) The Way That You Love Me - Single Version,Paula Abdul,34,1/1/2000,0.812,0.736,6,-9.889,1,0.0655,0.00216,0.0508,0.833,119.973,241760,4
43xOqAcwcJ8s3jPwU5R8fq,My Heart Skips A Beat,The Cover Girls,31,1/1/1989,0.648,0.675,2,-9.401,0,0.134,0.000249,0.139,0.54,116,320533,4
47SOobTLWvyZpUfpmuUARJ,When I'm Back On My Feet Again,Michael Bolton,42,6/27/1989,0.429,0.326,5,-12.703,1,0.377,0,0.101,0.185,77.849,228267,4
24gxdUxufJ5eSamdYcPAKH,I Want Her,Keith Sweat,51,1/13/2004,0.757,0.496,11,-8.031,0,0.00219,9.27E-05,0.0395,0.862,107.963,221400,4
78bDGxqn2KF2VU1G3Kz6J0,This One's for the Children,New Kids On The Block,27,1989,0.594,0.421,7,-13.707,0,0.198,0,0.0832,0.637,74.041,238467,4
2fAYTT9kcUm8tnUrhD80sC,What It Takes,Aerosmith,55,1/1/1994,0.522,0.738,0,-6.423,1,0.0286,5.80E-06,0.4,0.461,142.702,310533,4
2o4u19nlQWOGg5mLanT7Pg,Forever,KISS,60,1/1/1989,0.435,0.666,6,-10.596,1,0.254,1.40E-05,0.0541,0.566,176.431,232640,4
2QzLYgjE7zTj1lb6Wi1aPx,Jerk Out #3,The Time,34,1990,0.792,0.897,9,-6.777,0,0.0239,0.000999,0.0491,0.9,120.639,409333,4
3yNVfRQlUPViUh8O2V9SQn,Just a Friend,Biz Markie,59,8/7/1994,0.862,0.663,0,-9.004,1,0.12,0,0.318,0.837,85.308,238267,4
53mj3v95O0OP2gnr23AZJ0,"Whole Wide World [In the Style of ""A'me Lorrain""] {Karaoke Demonstration Version With Lead Vocal}",The Karaoke Channel,0,2/11/2011,0.819,0.555,6,-9.68,0,0.121,0,0.338,0.651,106.593,228595,4
2Pntw3RoGXhANFihOS8XyD,Without You,Mötley Crüe,53,9/1/1989,0.524,0.76,5,-4.152,1,0.00595,5.61E-05,0.0652,0.284,117.99,270187,4
3Aimpqxpvmz7jhJlNnEd5c,Swing The Mood,Jive Bunny and the Mastermixers,51,10/19/2009,0.865,0.512,8,-13.376,1,0.049,0.0173,0.201,0.879,92.512,259573,4
403oiKw757eJnbDKPSjhHV,Thieves in the Temple,Prince,40,8/17/1990,0.775,0.676,5,-10.582,0,0.0228,0,0.0631,0.646,129.948,200680,4
3P6fS71hWhZvOnnxQojJ0Z,Mentirosa,Mellow Man Ace,42,1/1/1989,0.966,0.505,1,-14.762,1,0.0678,0,0.197,0.826,113.592,258533,4
4WqIpnqW9EvBXlT4jJFa0M,Tic Tac Toe (Original Mix),Kyper,24,10/11/2011,0.808,0.912,7,-5.277,1,0.00427,0.0853,0.315,0.402,125.812,383427,4
1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,L.V.,84,10/2/1995,0.647,0.514,8,-10.05,1,0.0655,0,0.398,0.386,79.975,240693,4
